Outlines of the full ICESat-based drainage
systems generated by the Ice Altimetry
group at Goddard Space Flight Center, based
on ICESat campaigns L2a-c, L3a-c
(2003 Feb - 2005 May).
Each record: drainage subsystem, lat (deg N), lon (deg E)
END OF HEADER
6.1 -270421.303268 -2882483.36118
6.1 -270348.887589 -2882369.2617
6.1 -270291.457089 -2882253.64137
6.1 -270237.21024 -2882168.14588
6.1 -270212.964373 -2882079.49289
6.1 -270160.180757 -2882009.01409
6.1 -270122.428291 -2881937.01113
6.1 -270099.684518 -2881863.25698
6.1 -270065.113155 -2881821.37888
6.1 -270042.331612 -2881747.74313
6.1 -270006.092526 -2881690.75212
6.1 -269984.921563 -2881632.11959
6.1 -269963.700959 -2881573.49174
6.1 -269911.031281 -2881503.00043
6.1 -269858.263342 -2881432.51778
6.1 -269803.99051 -2881347.02172
6.1 -269751.277753 -2881276.53286
6.1 -269715.048855 -2881219.5393
6.1 -269663.807064 -2881164.18031
6.1 -269615.770245 -2881138.71315
6.1 -269597.632507 -2881110.21808
6.1 -269579.545366 -2881081.71822
6.1 -269546.434307 -2881054.73876
6.1 -269529.904144 -2881041.24655
6.1 -269480.274917 -2881000.88791
6.1 -269402.15509 -2880978.57592
6.1 -269350.973408 -2880923.20727
6.1 -269253.158229 -2880857.2732
6.1 -269182.345107 -2880758.39232
6.1 -269111.475423 -2880659.401
6.1 -269013.785314 -2880593.56401
6.1 -268929.456666 -2880511.0944
6.1 -268906.719427 -2880437.56743
6.1 -268855.505278 -2880382.19597
6.1 -268804.271723 -2880326.59612
6.1 -268750.006559 -2880241.20272
6.1 -268698.787786 -2880185.71513
6.1 -268646.119399 -2880115.20957
6.1 -268593.302535 -2880044.71731
6.1 -268540.638797 -2879974.21024
6.1 -268531.369523 -2879884.04513
6.1 -268510.135153 -2879825.41548
6.1 -268487.400396 -2879751.77341
6.1 -268481.184589 -2879691.6289
6.1 -268476.520105 -2879646.49214
6.1 -268473.467793 -2879616.47219
6.1 -268467.252067 -2879556.32794
6.1 -268462.587645 -2879511.19139
6.1 -268459.524761 -2879481.05778
6.1 -268456.472496 -2879451.03799
6.1 -268451.868985 -2879406.01071
6.1 -268448.705621 -2879375.88658
6.1 -268444.04128 -2879330.7503
6.1 -268440.989057 -2879300.73067
6.1 -268436.32475 -2879255.59451
6.1 -268448.22641 -2879223.95117
6.1 -268443.622763 -2879178.92426
6.1 -268438.947665 -2879133.67451
6.1 -268449.397705 -2879087.01458
6.1 -268444.733021 -2879041.87879
6.1 -268440.129216 -2878996.85218
6.1 -268432.311649 -2878921.70667
6.1 -268424.584023 -2878846.43819
6.1 -268415.315749 -2878756.27652
6.1 -268402.984596 -2878635.9824
6.1 -268380.206285 -2878562.34752
6.1 -268373.99088 -2878502.20545
6.1 -268370.928125 -2878472.07287
6.1 -268369.387545 -2878457.17963
6.1 -268367.875988 -2878442.05413
6.1 -268364.823859 -2878412.03541
6.1 -268378.222231 -2878395.405
6.1 -268376.710602 -2878380.27953
6.1 -268372.107084 -2878335.25393
6.1 -268398.963577 -2878302.10217
6.1 -268392.736773 -2878241.84692
6.1 -268401.590737 -2878180.30028
6.1 -268396.915142 -2878135.05214
6.1 -268390.809811 -2878075.01548
6.1 -268384.593439 -2878014.87452
6.1 -268378.366491 -2877954.61988
6.1 -268373.762452 -2877909.59499
6.1 -268370.699234 -2877879.46308
6.1 -268364.482979 -2877819.32251
6.1 -268359.828771 -2877774.30251
6.1 -268355.15336 -2877729.05499
6.1 -268352.100805 -2877699.03706
6.1 -268349.048259 -2877669.01916
6.1 -268345.88466 -2877638.89686
6.1 -268339.768998 -2877578.74741
6.1 -268377.047743 -2877498.82604
6.1 -268366.215636 -2877393.5485
6.1 -268403.501044 -2877313.74109
6.1 -268424.21718 -2877220.32791
6.1 -268458.393693 -2877110.50773
6.1 -268464.163151 -2877018.71874
6.1 -268453.326581 -2876913.44338
6.1 -268439.375112 -2876778.04246
6.1 -268427.047441 -2876657.87104
6.1 -268446.20215 -2876549.45396
6.1 -268438.519771 -2876474.18745
6.1 -268429.245569 -2876384.03375
6.1 -268421.423323 -2876308.89551
6.1 -268367.152147 -2876223.28547
6.1 -268361.033822 -2876163.13923
6.1 -268326.380739 -2876121.15026
6.1 -268308.22846 -2876092.65745
6.1 -268303.612725 -2876047.52178
6.1 -268255.525822 -2876022.16555
6.1 -268222.387465 -2875995.29976
6.1 -268175.903495 -2875984.9433
6.1 -268157.742769 -2875956.33593
6.1 -268124.656247 -2875929.46441
6.1 -268094.661172 -2875932.49026
6.1 -268046.488334 -2875907.25382
6.1 -267998.445736 -2875881.77501
6.1 -267920.380694 -2875859.55171
6.1 -267872.200118 -2875834.19867
6.1 -267854.093406 -2875805.5849
6.1 -267822.560827 -2875793.7159
6.1 -267772.933484 -2875753.34613
6.1 -267753.239517 -2875709.8445
6.1 -267700.556453 -2875639.34363
6.1 -267649.323893 -2875583.85713
6.1 -267598.143363 -2875528.36518
6.1 -267548.523328 -2875487.99202
6.1 -267545.32682 -2875457.98981
6.1 -267527.325543 -2875429.3651
6.1 -267524.179398 -2875399.35827
6.1 -267489.596545 -2875357.35595
6.1 -267438.372326 -2875301.86636
6.1 -267432.171482 -2875241.72972
6.1 -267395.993937 -2875184.72554
6.1 -267389.793794 -2875124.58908
6.1 -267355.115211 -2875082.59495
6.1 -267350.462974 -2875037.46426
6.1 -267332.425978 -2875008.95727
6.1 -267327.824188 -2874963.822
6.1 -267324.629587 -2874933.82016
6.1 -267320.027831 -2874888.685
6.1 -267316.923027 -2874858.56012
6.1 -267283.855751 -2874831.68022
6.1 -267280.701105 -2874801.56003
6.1 -267277.657396 -2874771.54433
6.1 -267274.603117 -2874741.41487
6.1 -267256.467873 -2874712.91707
6.1 -267253.424347 -2874682.90144
6.1 -267251.827328 -2874667.90063
6.1 -267248.773237 -2874637.77127
6.1 -267247.176225 -2874622.77048
6.1 -267245.629389 -2874607.76504
6.1 -267259.051975 -2874591.0236
6.1 -267240.978314 -2874562.63498
6.1 -267252.964687 -2874530.99265
6.1 -267251.367615 -2874515.99192
6.1 -267279.829916 -2874497.73729
6.1 -267275.178182 -2874452.60746
6.1 -267273.631135 -2874437.60213
6.1 -267272.134258 -2874422.59214
6.1 -267270.526468 -2874407.47771
6.1 -267268.990007 -2874392.58618
6.1 -267265.935521 -2874362.45714
6.1 -267262.841457 -2874332.44657
6.1 -267256.632195 -2874272.19797
6.1 -267248.926125 -2874196.93961
6.1 -267212.661355 -2874139.94481
6.1 -267204.977329 -2874064.91428
6.1 -267195.725381 -2873974.65126
6.1 -267176.087231 -2873931.03027
6.1 -267169.900315 -2873871.00996
6.1 -267162.195724 -2873795.75251
6.1 -267155.948156 -2873735.62335
6.1 -267149.740205 -2873675.37587
6.1 -267143.6036 -2873615.3514
6.1 -267138.942399 -2873570.10907
6.1 -267132.755702 -2873510.08949
6.1 -267128.105127 -2873464.9611
6.1 -267120.411415 -2873389.81846
6.1 -267114.203673 -2873329.57168
6.1 -267104.913284 -2873239.4293
6.1 -267097.209162 -2873164.17345
6.1 -267086.372321 -2873059.02691
6.1 -267077.071601 -2872968.77157
6.1 -267067.770964 -2872878.51651
6.1 -267027.02237 -2872776.38101
6.1 -267017.733428 -2872686.24022
6.1 -267010.030505 -2872610.9857
6.1 -266987.26866 -2872537.47535
6.1 -266982.608662 -2872492.23459
6.1 -266944.868677 -2872420.23123
6.1 -266937.167134 -2872344.97728
6.1 -266930.97218 -2872284.84625
6.1 -266956.36963 -2872236.58288
6.1 -266921.685103 -2872194.70682
6.1 -266945.485297 -2872131.44414
6.1 -266907.738784 -2872059.32752
6.1 -266901.544003 -2871999.19707
6.1 -266892.257189 -2871909.0585
6.1 -266886.152174 -2871848.80526
6.1 -266879.907398 -2871788.6799
6.1 -266872.216898 -2871713.54132
6.1 -266864.415641 -2871638.29847
6.1 -266858.321354 -2871578.15956
6.1 -266852.076747 -2871518.03474
6.1 -266829.31206 -2871444.41243
6.1 -266821.62221 -2871369.27469
6.1 -266815.367478 -2871309.03649
6.1 -266810.769439 -2871263.90665
6.1 -266821.194508 -2871217.26608
6.1 -266801.583989 -2871173.76096
6.1 -266796.935896 -2871128.63599
6.1 -266790.691886 -2871068.51205
6.1 -266786.09395 -2871023.38258
6.1 -266752.958468 -2870996.39639
6.1 -266746.77585 -2870936.38177
6.1 -266742.117769 -2870891.14334
6.1 -266735.935215 -2870831.12893
6.1 -266716.317024 -2870787.51011
6.1 -266680.143885 -2870730.5116
6.1 -266675.497179 -2870685.38719
6.1 -266670.850493 -2870640.26285
6.1 -266666.203828 -2870595.13857
6.1 -266663.063007 -2870565.13626
6.1 -266658.405808 -2870519.89834
6.1 -266638.80066 -2870476.39329
6.1 -266631.113892 -2870401.25778
6.1 -266621.831842 -2870311.12375
6.1 -266582.564203 -2870224.00468
6.1 -266573.272693 -2870133.75734
6.1 -266547.429919 -2870030.13025
6.1 -266536.583548 -2869924.7665
6.1 -266512.337583 -2869836.1384
6.1 -266500.007786 -2869715.88131
6.1 -266489.122782 -2869610.63704
6.1 -266479.83278 -2869520.39147
6.1 -266440.525935 -2869433.27778
6.1 -266431.237044 -2869343.03266
6.1 -266425.148174 -2869282.89802
6.1 -266417.314425 -2869207.77926
6.1 -266411.225633 -2869147.64489
6.1 -266406.581306 -2869102.52273
6.1 -266398.787213 -2869027.28601
6.1 -266419.510422 -2868933.91106
6.1 -266408.776479 -2868828.6556
6.1 -266396.297684 -2868708.41655
6.1 -266398.917936 -2868586.54633
6.1 -266401.697824 -2868464.77646
6.1 -266392.397353 -2868374.4207
6.1 -266383.118095 -2868284.29273
6.1 -266403.732181 -2868190.92968
6.1 -266394.49164 -2868100.68395
6.1 -266401.863069 -2868024.0412
6.1 -266392.561577 -2867933.68692
6.1 -266383.270735 -2867843.44666
6.1 -266372.384995 -2867738.20927
6.1 -266391.608102 -2867629.94596
6.1 -266379.215916 -2867509.58911
6.1 -266368.379479 -2867404.34836
6.1 -266359.088174 -2867314.1098
6.1 -266348.35203 -2867208.86044
6.1 -266342.111416 -2867148.74433
6.1 -266331.275362 -2867043.50486
6.1 -266340.075243 -2866981.76242
6.1 -266330.833886 -2866891.52053
6.1 -266323.098166 -2866816.39888
6.1 -266316.907517 -2866756.27895
6.1 -266309.211365 -2866681.03924
6.1 -266333.008262 -2866617.78944
6.1 -266325.311422 -2866542.55016
6.1 -266330.967587 -2866450.81077
6.1 -266324.8657 -2866390.56862
6.1 -266318.634904 -2866330.56803
6.1 -266312.433033 -2866270.33542
6.1 -266306.291794 -2866210.21203
6.1 -266301.645727 -2866165.09461
6.1 -266298.494814 -2866134.98311
6.1 -266320.840113 -2866056.72418
6.1 -266331.128877 -2866009.98972
6.1 -266356.512795 -2865961.73766
6.1 -266348.824643 -2865886.614
6.1 -266356.120751 -2865809.86844
6.1 -266346.826156 -2865719.63516
6.1 -266334.490554 -2865599.39573
6.1 -266325.196151 -2865509.16309
6.1 -266317.397343 -2865433.93616
6.1 -266341.229092 -2865370.68444
6.1 -266335.075283 -2865310.44935
6.1 -266328.892645 -2865250.44654
6.1 -266322.749479 -2865190.32544
6.1 -266328.434979 -2865098.47219
6.1 -266352.262459 -2865035.22111
6.1 -266344.572622 -2864960.10002
6.1 -266336.722261 -2864884.87932
6.1 -266329.032538 -2864809.7586
6.1 -266336.310857 -2864732.90235
6.1 -266330.166732 -2864672.78242
6.1 -266323.972645 -2864612.66726
6.1 -266316.272151 -2864537.43353
6.1 -266295.090348 -2864478.82674
6.1 -266288.8467 -2864418.71659
6.1 -266299.175513 -2864371.98035
6.1 -266277.994677 -2864313.37381
6.1 -266271.851116 -2864253.2547
6.1 -266267.253321 -2864208.13585
6.1 -266261.020416 -2864148.13999
6.1 -266253.320663 -2864072.9074
6.1 -266244.025278 -2863982.67961
6.1 -266236.225679 -2863907.45672
6.1 -266230.121766 -2863847.22005
6.1 -266225.48474 -2863802.2202
6.1 -266219.241515 -2863742.11142
6.1 -266213.14827 -2863681.98881
6.1 -266209.98584 -2863651.76624
6.1 -266220.37154 -2863605.14067
6.1 -266215.773792 -2863560.02283
6.1 -266212.582412 -2863530.03252
6.1 -266211.126085 -2863514.9097
6.1 -266221.460913 -2863468.28901
6.1 -266215.20669 -2863408.06722
6.1 -266192.546037 -2863334.5716
6.1 -266183.29025 -2863244.22771
6.1 -266157.429303 -2863140.62863
6.1 -266146.578638 -2863035.29038
6.1 -266137.284199 -2862945.06573
6.1 -266099.597742 -2862873.08252
6.1 -266091.84976 -2862797.85772
6.1 -266072.184948 -2862754.37098
6.1 -266067.538559 -2862709.25898
6.1 -266062.89219 -2862664.14705
6.1 -266059.84106 -2862634.02992
6.1 -266056.80051 -2862604.02655
6.1 -266052.154188 -2862558.91477
6.1 -266017.463485 -2862516.93945
6.1 -266011.262034 -2862456.71473
6.1 -265990.044322 -2862398.11501
6.1 -265982.358811 -2862323.00035
6.1 -265977.71333 -2862277.88894
6.1 -265938.431403 -2862190.79723
6.1 -265915.67149 -2862117.19841
6.1 -265924.496626 -2862055.46366
6.1 -265904.88742 -2862011.9724
6.1 -265901.837428 -2861981.85583
6.1 -265895.598185 -2861921.75045
6.1 -265862.510344 -2861894.76872
6.1 -265853.222165 -2861804.54704
6.1 -265842.389583 -2861699.32667
6.1 -265786.549631 -2861598.7462
6.1 -265777.263148 -2861508.52528
6.1 -265754.559646 -2861434.92248
6.1 -265746.767963 -2861359.70546
6.1 -265743.729673 -2861329.7032
6.1 -265740.680827 -2861299.58724
6.1 -265736.037948 -2861254.47718
6.1 -265729.790496 -2861194.25935
6.1 -265737.06909 -2861117.52858
6.1 -265729.377128 -2861042.30313
6.1 -265720.101714 -2860952.19762
6.1 -265709.211205 -2860846.87101
6.1 -265696.887133 -2860726.65073
6.1 -265682.958632 -2860591.32342
6.1 -265672.068515 -2860485.99808
6.1 -265662.832973 -2860395.7759
6.1 -265655.102188 -2860320.67063
6.1 -265675.88719 -2860227.31649
6.1 -265683.099766 -2860150.47947
6.1 -265703.881702 -2860057.12569
6.1 -265709.558431 -2859965.40472
6.1 -265730.287244 -2859872.05599
6.1 -265722.603606 -2859796.94771
6.1 -265713.304398 -2859706.61887
6.1 -265705.620882 -2859631.51101
6.1 -265712.888884 -2859554.78465
6.1 -265690.143632 -2859481.19139
6.1 -265697.41096 -2859404.46549
6.1 -265692.756003 -2859359.24479
6.1 -265685.072349 -2859284.13784
6.1 -265705.793193 -2859190.79157
6.1 -265696.503678 -2859100.57843
6.1 -265688.709057 -2859025.36775
6.1 -265694.467699 -2858933.52726
6.1 -265686.68338 -2858858.43076
6.1 -265677.383128 -2858768.10495
6.1 -265669.698727 -2858692.99959
6.1 -265658.864468 -2858587.79067
6.1 -265651.159063 -2858512.45833
6.1 -265674.981931 -2858449.33681
6.1 -265671.871074 -2858419.1149
6.1 -265667.225946 -2858374.00953
6.1 -265664.186139 -2858344.0105
6.1 -265659.541045 -2858298.90524
6.1 -265654.895971 -2858253.80005
6.1 -265648.706094 -2858193.69781
6.1 -265641.010757 -2858118.48026
6.1 -265604.762918 -2858061.4012
6.1 -265582.085908 -2857987.92033
6.1 -265575.886575 -2857927.70482
6.1 -265568.142744 -2857852.49246
6.1 -265528.859962 -2857765.41456
6.1 -265501.432222 -2857646.72506
6.1 -265460.648428 -2857544.53175
6.1 -265434.82845 -2857440.94849
6.1 -265395.542646 -2857353.75644
6.1 -265386.25861 -2857263.5485
6.1 -265380.022951 -2857203.45256
6.1 -265373.926369 -2857143.22913
6.1 -265369.284436 -2857098.12545
6.1 -265344.9129 -2857009.54899
6.1 -265338.816747 -2856949.32592
6.1 -265330.988065 -2856874.23867
6.1 -265293.26422 -2856802.15734
6.1 -265287.16882 -2856741.93464
6.1 -265279.341095 -2856666.84784
6.1 -265274.689534 -2856621.63109
6.1 -265268.615358 -2856561.63618
6.1 -265262.370529 -2856501.42785
6.1 -265256.125739 -2856441.21964
6.1 -265248.447814 -2856366.1197
6.1 -265239.155548 -2856275.8009
6.1 -265229.873924 -2856185.59608
6.1 -265220.592382 -2856095.39154
6.1 -265209.867234 -2855990.1819
6.1 -265200.585868 -2855899.97794
6.1 -265191.294026 -2855809.66055
6.1 -265182.012825 -2855719.45714
6.1 -265174.185912 -2855644.37291
6.1 -265164.894307 -2855554.05629
6.1 -265157.217042 -2855478.95859
6.1 -265149.529272 -2855403.74736
6.1 -265143.295727 -2855343.65508
6.1 -265135.608059 -2855268.4442
6.1 -265129.36404 -2855208.23847
6.1 -265123.180451 -2855148.14195
6.1 -265101.958586 -2855089.55662
6.1 -265065.848858 -2855032.46827
6.1 -265061.209316 -2854987.36764
6.1 -265039.989344 -2854928.78222
6.1 -265003.743421 -2854871.82104
6.1 -264999.20432 -2854826.71134
6.1 -264994.565586 -2854781.61095
6.1 -264993.01231 -2854766.5017
6.1 -264988.373603 -2854721.4014
6.1 -264986.791621 -2854706.52422
6.1 -264970.262508 -2854693.03447
6.1 -264967.156144 -2854662.81604
6.1 -264945.989169 -2854604.22604
6.1 -264908.255575 -2854532.26432
6.1 -264887.090314 -2854473.67417
6.1 -264880.86084 -2854413.58343
6.1 -264829.638219 -2854358.1264
6.1 -264825.001604 -2854313.02655
6.1 -264788.854783 -2854255.94109
6.1 -264770.737305 -2854227.45971
6.1 -264736.044901 -2854185.49205
6.1 -264731.409555 -2854140.39234
6.1 -264726.763684 -2854095.17899
6.1 -264723.730322 -2854065.18379
6.1 -264704.012523 -2854021.59785
6.1 -264669.472527 -2853979.61587
6.1 -264666.279695 -2853949.52089
6.1 -264663.246851 -2853919.52579
6.1 -264660.15366 -2853889.42163
6.1 -264655.519163 -2853844.3223
6.1 -264650.884687 -2853799.22304
6.1 -264631.169127 -2853755.63706
6.1 -264596.632751 -2853713.65465
6.1 -264593.440487 -2853683.55989
6.1 -264573.836458 -2853640.07817
6.1 -264554.183109 -2853596.60102
6.1 -264549.489592 -2853551.39293
6.1 -264513.355346 -2853494.30572
6.1 -264495.254704 -2853465.93716
6.1 -264459.072553 -2853408.85408
6.1 -264437.920844 -2853350.26318
6.1 -264400.150929 -2853278.18923
6.1 -264382.052434 -2853249.82021
6.1 -264329.256573 -2853179.25281
6.1 -264293.140788 -2853122.27738
6.1 -264273.533222 -2853078.68087
6.1 -264237.259585 -2853021.60509
6.1 -264213.035234 -2852933.02362
6.1 -264173.725066 -2852845.83932
6.1 -264132.938155 -2852743.76902
6.1 -264078.577789 -2852658.32195
6.1 -264021.221793 -2852542.64794
6.1 -263968.405889 -2852472.19421
6.1 -263930.705569 -2852400.11198
6.1 -263881.069244 -2852359.63728
6.1 -263873.369549 -2852284.5499
6.1 -263822.148443 -2852229.08428
6.1 -263812.852171 -2852138.89335
6.1 -263805.193096 -2852063.6881
6.1 -263782.412506 -2851989.99636
6.1 -263746.16945 -2851933.03054
6.1 -263740.059527 -2851872.93396
6.1 -263718.878772 -2851814.34587
6.1 -263697.648906 -2851755.76236
6.1 -263693.027058 -2851710.66516
6.1 -263688.394718 -2851665.45433
6.1 -263656.777873 -2851653.58514
6.1 -263652.15655 -2851608.48805
6.1 -263650.669387 -2851593.489
6.1 -263675.977419 -2851545.28065
6.1 -263672.882232 -2851515.06445
6.1 -263665.186359 -2851439.97889
6.1 -263660.564657 -2851394.88217
6.1 -263655.893211 -2851349.79011
6.1 -263666.229681 -2851303.08102
6.1 -263658.523061 -2851227.88233
6.1 -263664.186889 -2851136.08173
6.1 -263683.468322 -2851027.6563
6.1 -263686.104845 -2850905.8636
6.1 -263672.187212 -2850770.58098
6.1 -263659.757356 -2850650.2975
6.1 -263679.03251 -2850541.87398
6.1 -263686.288327 -2850465.17851
6.1 -263678.469555 -2850389.8777
6.1 -263673.846433 -2850344.78274
6.1 -263699.239019 -2850296.56706
6.1 -263666.148287 -2850269.70041
6.1 -263661.475474 -2850224.61023
6.1 -263656.841912 -2850179.40183
6.1 -263635.669224 -2850120.81687
6.1 -263597.958597 -2850048.8551
6.1 -263545.128161 -2849978.2914
6.1 -263505.923522 -2849891.21697
6.1 -263453.147418 -2849820.64742
6.1 -263368.848559 -2849738.42855
6.1 -263299.631986 -2849654.35574
6.1 -263215.331403 -2849572.01923
6.1 -263177.476763 -2849499.9536
6.1 -263126.359639 -2849444.47714
6.1 -263075.144908 -2849389.00909
6.1 -263023.942529 -2849333.65393
6.1 -263019.328476 -2849288.55976
6.1 -262984.649565 -2849246.47011
6.1 -262965.039172 -2849202.98951
6.1 -262928.77809 -2849145.91049
6.1 -262922.680954 -2849085.81848
6.1 -262869.881532 -2849015.24508
6.1 -262847.09645 -2848941.6728
6.1 -262807.922203 -2848854.59241
6.1 -262785.128798 -2848780.90641
6.1 -262762.396445 -2848707.32954
6.1 -262729.270741 -2848680.34474
6.1 -262709.666679 -2848636.86335
6.1 -262675.009231 -2848594.88475
6.1 -262653.813276 -2848536.30078
6.1 -262647.621524 -2848476.21875
6.1 -262608.297734 -2848389.03728
6.1 -262585.621039 -2848315.45554
6.1 -262544.778557 -2848213.39432
6.1 -262533.970339 -2848108.10618
6.1 -262523.11253 -2848002.82298
6.1 -262513.836944 -2847912.52854
6.1 -262486.457515 -2847793.86407
6.1 -262477.132903 -2847703.57479
6.1 -262436.348923 -2847601.50984
6.1 -262427.085629 -2847511.33016
6.1 -262419.404205 -2847436.13892
6.1 -262410.130588 -2847345.84605
6.1 -262400.817841 -2847255.67172
6.1 -262394.618972 -2847195.47834
6.1 -262418.413068 -2847132.2915
6.1 -262410.731143 -2847057.10129
6.1 -262409.138788 -2847041.99964
6.1 -262406.074422 -2847012.01457
6.1 -262401.417722 -2846966.92791
6.1 -262411.745908 -2846920.23086
6.1 -262407.138703 -2846875.13979
6.1 -262402.481831 -2846830.05336
6.1 -262396.381651 -2846769.85176
6.1 -262391.72483 -2846724.76549
6.1 -262387.06803 -2846679.6793
6.1 -262383.932977 -2846649.47182
6.1 -262380.868574 -2846619.48716
6.1 -262407.820074 -2846586.27713
6.1 -262406.227561 -2846571.17574
6.1 -262416.563613 -2846524.593
6.1 -262411.955876 -2846479.50259
6.1 -262437.312731 -2846431.19112
6.1 -262434.247602 -2846401.20675
6.1 -262426.553376 -2846325.90492
6.1 -262420.313357 -2846265.8319
6.1 -262427.610721 -2846189.03353
6.1 -262419.877069 -2846113.85053
6.1 -262410.610893 -2846023.67573
6.1 -262401.344801 -2845933.5012
6.1 -262393.551201 -2845858.20973
6.1 -262414.302959 -2845764.92392
6.1 -262408.161689 -2845704.84296
6.1 -262401.960307 -2845644.65301
6.1 -262394.215809 -2845569.35777
6.1 -262388.035479 -2845509.39545
6.1 -262378.747957 -2845418.9952
6.1 -262414.421315 -2845324.10508
6.1 -262406.746505 -2845249.03352
6.1 -262427.479529 -2845155.63596
6.1 -262419.793568 -2845080.45123
6.1 -262438.941221 -2844972.06732
6.1 -262444.645926 -2844880.28572
6.1 -262465.383496 -2844787.00278
6.1 -262469.591719 -2844680.11227
6.1 -262463.387486 -2844619.92471
6.1 -262482.52744 -2844511.54228
6.1 -262491.414767 -2844449.96243
6.1 -262513.718232 -2844371.55332
6.1 -262519.416033 -2844279.77355
6.1 -262541.627843 -2844201.48752
6.1 -262577.422897 -2844106.58561
6.1 -262571.215523 -2844046.39953
6.1 -262580.037677 -2843984.71133
6.1 -262603.877883 -2843921.40719
6.1 -262599.214559 -2843876.32595
6.1 -262626.083 -2843843.12148
6.1 -262618.389298 -2843767.94085
6.1 -262660.323596 -2843733.1154
6.1 -262685.704476 -2843684.91535
6.1 -262696.007114 -2843638.22268
6.1 -262692.986765 -2843608.23705
6.1 -262731.847171 -2843543.42974
6.1 -262757.114931 -2843495.12487
6.1 -262762.897665 -2843403.33827
6.1 -262782.060097 -2843294.95384
6.1 -262786.294376 -2843188.06394
6.1 -262805.463599 -2843079.79385
6.1 -262793.085786 -2842959.42267
6.1 -262795.731534 -2842837.54859
6.1 -262786.446013 -2842747.38574
6.1 -262790.675751 -2842640.49795
6.1 -262781.389936 -2842550.33574
6.1 -262773.590441 -2842475.16823
6.1 -262762.808055 -2842369.89847
6.1 -262756.60464 -2842309.83025
6.1 -262778.835249 -2842231.54319
6.1 -262774.305552 -2842186.33758
6.1 -262769.637568 -2842141.25946
6.1 -262781.564207 -2842109.54951
6.1 -262778.392948 -2842079.57941
6.1 -262775.310398 -2842049.4865
6.1 -262802.205882 -2842016.2778
6.1 -262797.537264 -2841971.2
6.1 -262807.975938 -2841924.496
6.1 -262801.760384 -2841864.3152
6.1 -262797.141199 -2841819.23306
6.1 -262820.911495 -2841756.05012
6.1 -262816.281371 -2841710.85454
6.1 -262825.132032 -2841649.1661
6.1 -262822.048658 -2841619.07372
6.1 -262844.318511 -2841540.78345
6.1 -262854.704066 -2841494.08457
6.1 -262880.094681 -2841445.76825
6.1 -262873.887394 -2841385.7023
6.1 -262884.221888 -2841339.00816
6.1 -262908.122789 -2841275.69811
6.1 -262900.317546 -2841200.53443
6.1 -262909.162946 -2841138.84685
6.1 -262932.961714 -2841075.54621
6.1 -262943.392448 -2841028.84318
6.1 -262953.734064 -2840982.26302
6.1 -262949.051358 -2840937.0735
6.1 -262942.841845 -2840877.00882
6.1 -262966.735891 -2840813.69929
6.1 -262974.029157 -2840736.90988
6.1 -262997.832205 -2840673.72323
6.1 -263006.661423 -2840611.92284
6.1 -263031.950625 -2840563.72945
6.1 -263070.850001 -2840498.91502
6.1 -263082.713905 -2840467.21019
6.1 -263108.099353 -2840419.00717
6.1 -263120.022481 -2840387.41133
6.1 -263146.895444 -2840354.20119
6.1 -263187.327577 -2840304.37408
6.1 -263212.599775 -2840256.06591
6.1 -263254.578953 -2840221.34005
6.1 -263293.418065 -2840156.52789
6.1 -263333.794918 -2840106.7036
6.1 -263360.761559 -2840073.48254
6.1 -263372.679921 -2840041.886
6.1 -263414.604251 -2840007.16259
6.1 -263439.869347 -2839958.85286
6.1 -263451.885311 -2839927.24691
6.1 -263493.707754 -2839892.53165
6.1 -263505.613069 -2839860.82109
6.1 -263502.581258 -2839830.8404
6.1 -263542.899657 -2839781.01825
6.1 -263536.764479 -2839720.83444
6.1 -263575.539322 -2839656.02408
6.1 -263567.851587 -2839580.73908
6.1 -263603.590188 -2839485.94838
6.1 -263627.354226 -2839422.64545
6.1 -263637.812812 -2839375.93791
6.1 -263660.033073 -2839297.64726
6.1 -263653.89467 -2839237.46475
6.1 -263659.567088 -2839145.69478
6.1 -263683.375366 -2839082.38753
6.1 -263690.647768 -2839005.71454
6.1 -263699.500476 -2838943.91095
6.1 -263723.316016 -2838880.71744
6.1 -263732.177732 -2838819.02766
6.1 -263724.434683 -2838743.74997
6.1 -263746.69429 -2838665.45577
6.1 -263753.962007 -2838588.78375
6.1 -263774.665701 -2838495.38892
6.1 -263811.970378 -2838415.58166
6.1 -263820.816468 -2838353.77897
6.1 -263843.079206 -2838275.59871
6.1 -263838.428868 -2838230.41041
6.1 -263847.234156 -2838168.72629
6.1 -263869.582381 -2838090.42348
6.1 -263876.832133 -2838013.63906
6.1 -263887.178549 -2837966.94212
6.1 -263884.091705 -2837936.96848
6.1 -263912.571367 -2837918.73134
6.1 -263924.470821 -2837887.13482
6.1 -263922.867072 -2837872.03902
6.1 -263919.818742 -2837841.94728
6.1 -263946.813465 -2837808.83215
6.1 -263958.70132 -2837777.12196
6.1 -263980.893096 -2837698.83315
6.1 -263991.33488 -2837652.12712
6.1 -264013.573754 -2837573.83378
6.1 -264050.855666 -2837494.02587
6.1 -264041.557185 -2837403.76619
6.1 -264074.229662 -2837278.7674
6.1 -264064.929939 -2837188.50849
6.1 -264100.648154 -2837093.60109
6.1 -264107.944684 -2837016.92781
6.1 -264115.180371 -2836940.14569
6.1 -264152.487218 -2836860.21994
6.1 -264189.752719 -2836780.41216
6.1 -264224.012851 -2836670.50933
